RT @menoharrison12: @Terracredit #TerraCredit #CREDIT #Blockchain #Crypto CREDIT is a Cryptocurrency and a decentralized digital payment so…,1281838580718014464,140,2020-07-11 06:31:47,Twitter for Android,0,5
@Ariana_Roland @officialnyscng Seriously ooo,1275199841409404933,44,2020-06-22 22:51:48,Twitter for Android,0,0
@officialnyscng What is the fate of prospective Batch B 2020  Candidates?,1264850562341879808,73,2020-05-25 09:27:28,Twitter for Android,0,1
"@obiimemba I have learned so much from your example. Happy birthday to a great role model! 
You have a new year of… https://t.co/l9zxcaZMaa",1261924037401468934,139,2020-05-17 07:38:30,Twitter for Android,0,0
@kayzywizzzy @fluffyfadey 😭,1253805157273436163,27,2020-04-24 21:56:58,Twitter for Android,0,0
@bluegirlolu Just electricity and strong wifi am okay...,1252603681423400964,56,2020-04-21 14:22:44,Twitter for Android,1,0
"Other things are, men exist.
Even a person can't understand himself completely...
I use to surprise myself🤔",1247567161742307330,107,2020-04-07 16:49:24,Twitter for Android,0,0
RT @DANOSH_art: https://t.co/ZeZTl9gxHc,1247276310709374979,39,2020-04-06 21:33:40,Twitter for Android,0,3
@heis_rema @cuppy1music @dex_fx_m 0137359159 Nwovu Sunday Michael gtb,1246880706506240000,69,2020-04-05 19:21:41,Twitter for Android,0,0
@heisrikky @dex_fx_m 0137359159 Nwovu Sunday Michael gtb,1246879365994033154,56,2020-04-05 19:16:21,Twitter for Android,0,0
@cuppy1music @dex_fx_m 0137359159 Nwovu Sunday Michael gtb,1246878301584531457,58,2020-04-05 19:12:07,Twitter for Android,0,0
@heis_rema @cuppy1music @iRuntown 0137359159 Nwovu Sunday Michael gtb,1246878148207218693,69,2020-04-05 19:11:31,Twitter for Android,0,0
@cuppy1music 0137359159 Nwovu Sunday Michael gtb,1246877937749590018,48,2020-04-05 19:10:40,Twitter for Android,0,0
@dex_fx_m @cuppy1music 0137359159 Nwovu Sunday Michael gtb,1246877625987084293,58,2020-04-05 19:09:26,Twitter for Android,0,0
@thaonlyfetty Hi,1246874681740845064,16,2020-04-05 18:57:44,Twitter for Android,0,0
@Hart4u_ https://t.co/dAcPC8xsFt,1246872448332677122,32,2020-04-05 18:48:52,Twitter for Android,1,0
"RT @oapaynigeria: Deep down, many of us are scared about the whole 5G conspiracy stories being peddled.

Sincerely, even me a scholar of Es…",1246870599865073672,140,2020-04-05 18:41:31,Twitter for Android,0,150
@thaonlyfetty 0137359159 gtb,1246861660888973312,28,2020-04-05 18:06:00,Twitter for Android,6,0
@Miss_yummy_gain @Blissful_Jenny @SundayHonesty2 follow I follow,1246859677331267584,64,2020-04-05 17:58:07,Twitter for Android,16,0
